county_fips,state_abbr,county_name,year,total_population
49055,UT,Wayne County,2022,2632
49055,UT,Wayne County,2023,2613
49055,UT,Wayne County,2024,2608
49057,UT,Weber County,2020,263001
49057,UT,Weber County,2021,266613
49057,UT,Weber County,2022,269823
49057,UT,Weber County,2023,272686
49057,UT,Weber County,2024,276118
50001,VT,Addison County,2020,37354
50001,VT,Addison County,2021,37414
50001,VT,Addison County,2022,37619
50001,VT,Addison County,2023,37886
50001,VT,Addison County,2024,38047
50003,VT,Bennington County,2020,37312
50003,VT,Bennington County,2021,37443
50003,VT,Bennington County,2022,37367
50003,VT,Bennington County,2023,37185
50003,VT,Bennington County,2024,37039
50005,VT,Caledonia County,2020,30179
50005,VT,Caledonia County,2021,30462
50005,VT,Caledonia County,2022,30578
50005,VT,Caledonia County,2023,30623
50005,VT,Caledonia County,2024,30535
50007,VT,Chittenden County,2020,168419
50007,VT,Chittenden County,2021,169377
50007,VT,Chittenden County,2022,170050
50007,VT,Chittenden County,2023,170092
50007,VT,Chittenden County,2024,170851
50009,VT,Essex County,2020,5920
50009,VT,Essex County,2021,5970
50009,VT,Essex County,2022,5988
50009,VT,Essex County,2023,5993
50009,VT,Essex County,2024,6037
50011,VT,Franklin County,2020,50049
50011,VT,Franklin County,2021,50441
50011,VT,Franklin County,2022,50732
50011,VT,Franklin County,2023,50902
50011,VT,Franklin County,2024,51066
50013,VT,Grand Isle County,2020,7275
50013,VT,Grand Isle County,2021,7428
50013,VT,Grand Isle County,2022,7508
50013,VT,Grand Isle County,2023,7509
50013,VT,Grand Isle County,2024,7528
50015,VT,Lamoille County,2020,25925
50015,VT,Lamoille County,2021,26156
50015,VT,Lamoille County,2022,26177
50015,VT,Lamoille County,2023,26233
50015,VT,Lamoille County,2024,26248
50017,VT,Orange County,2020,29295
50017,VT,Orange County,2021,29636
50017,VT,Orange County,2022,29892
50017,VT,Orange County,2023,29930
50017,VT,Orange County,2024,30050
50019,VT,Orleans County,2020,27401
50019,VT,Orleans County,2021,27590
50019,VT,Orleans County,2022,27618
50019,VT,Orleans County,2023,27697
50019,VT,Orleans County,2024,27726
50021,VT,Rutland County,2020,60464
50021,VT,Rutland County,2021,60713
50021,VT,Rutland County,2022,60381
50021,VT,Rutland County,2023,60369
50021,VT,Rutland County,2024,60198
50023,VT,Washington County,2020,59770
50023,VT,Washington County,2021,60050
50023,VT,Washington County,2022,60165
50023,VT,Washington County,2023,60258
50023,VT,Washington County,2024,59844
50025,VT,Windham County,2020,45878
50025,VT,Windham County,2021,46174
50025,VT,Windham County,2022,45951
50025,VT,Windham County,2023,45985
50025,VT,Windham County,2024,45627
50027,VT,Windsor County,2020,57736
50027,VT,Windsor County,2021,58356
50027,VT,Windsor County,2022,58116
50027,VT,Windsor County,2023,58046
50027,VT,Windsor County,2024,57697
51001,VA,Accomack County,2020,33397
51001,VA,Accomack County,2021,33422
51001,VA,Accomack County,2022,33157
51001,VA,Accomack County,2023,33288
51001,VA,Accomack County,2024,33411
51003,VA,Albemarle County,2020,112560
51003,VA,Albemarle County,2021,113939
51003,VA,Albemarle County,2022,114925
51003,VA,Albemarle County,2023,115857
51003,VA,Albemarle County,2024,117313
51005,VA,Alleghany County,2020,15194
51005,VA,Alleghany County,2021,15007
51005,VA,Alleghany County,2022,14764
51005,VA,Alleghany County,2023,14698
51005,VA,Alleghany County,2024,14632
51007,VA,Amelia County,2020,13267
51007,VA,Amelia County,2021,13311
51007,VA,Amelia County,2022,13419
51007,VA,Amelia County,2023,13596
51007,VA,Amelia County,2024,13716
51009,VA,Amherst County,2020,31313
51009,VA,Amherst County,2021,31391
51009,VA,Amherst County,2022,31512
51009,VA,Amherst County,2023,31559
51009,VA,Amherst County,2024,31650
51011,VA,Appomattox County,2020,16158
51011,VA,Appomattox County,2021,16405
51011,VA,Appomattox County,2022,16696
51011,VA,Appomattox County,2023,16835
51011,VA,Appomattox County,2024,16957
51013,VA,Arlington County,2020,238829
51013,VA,Arlington County,2021,233478
51013,VA,Arlington County,2022,233976
51013,VA,Arlington County,2023,235181
51013,VA,Arlington County,2024,239807
51015,VA,Augusta County,2020,77589
51015,VA,Augusta County,2021,77787
51015,VA,Augusta County,2022,77919
51015,VA,Augusta County,2023,78250
51015,VA,Augusta County,2024,78622
51017,VA,Bath County,2020,4188
51017,VA,Bath County,2021,4094
51017,VA,Bath County,2022,4077
51017,VA,Bath County,2023,4070
51017,VA,Bath County,2024,4071
51019,VA,Bedford County,2020,79581
51019,VA,Bedford County,2021,80281
51019,VA,Bedford County,2022,80798
51019,VA,Bedford County,2023,81628
51019,VA,Bedford County,2024,82182
51021,VA,Bland County,2020,6256
51021,VA,Bland County,2021,6179
51021,VA,Bland County,2022,6151
51021,VA,Bland County,2023,6221
51021,VA,Bland County,2024,6186
51023,VA,Botetourt County,2020,33641
51023,VA,Botetourt County,2021,34002
51023,VA,Botetourt County,2022,34092
51023,VA,Botetourt County,2023,34154
51023,VA,Botetourt County,2024,34129
51025,VA,Brunswick County,2020,15827
51025,VA,Brunswick County,2021,15969
51025,VA,Brunswick County,2022,15856
51025,VA,Brunswick County,2023,15801
51025,VA,Brunswick County,2024,15750
51027,VA,Buchanan County,2020,20250
51027,VA,Buchanan County,2021,19886
51027,VA,Buchanan County,2022,19329
51027,VA,Buchanan County,2023,18978
51027,VA,Buchanan County,2024,18632
51029,VA,Buckingham County,2020,16830
51029,VA,Buckingham County,2021,16957
51029,VA,Buckingham County,2022,16983
51029,VA,Buckingham County,2023,16988
51029,VA,Buckingham County,2024,17115
51031,VA,Campbell County,2020,55610
51031,VA,Campbell County,2021,55323
51031,VA,Campbell County,2022,55035
51031,VA,Campbell County,2023,55248
51031,VA,Campbell County,2024,55342
51033,VA,Caroline County,2020,30929
51033,VA,Caroline County,2021,31418
51033,VA,Caroline County,2022,31959
51033,VA,Caroline County,2023,32705
51033,VA,Caroline County,2024,33477
51035,VA,Carroll County,2020,29145
51035,VA,Carroll County,2021,29100
51035,VA,Carroll County,2022,29096
51035,VA,Carroll County,2023,29202
51035,VA,Carroll County,2024,29242
51036,VA,Charles City County,2020,6746
51036,VA,Charles City County,2021,6611
51036,VA,Charles City County,2022,6580
51036,VA,Charles City County,2023,6635
51036,VA,Charles City County,2024,6564
51037,VA,Charlotte County,2020,11539
51037,VA,Charlotte County,2021,11500
51037,VA,Charlotte County,2022,11427
51037,VA,Charlotte County,2023,11387
51037,VA,Charlotte County,2024,11258
51041,VA,Chesterfield County,2020,365350
51041,VA,Chesterfield County,2021,371022
51041,VA,Chesterfield County,2022,378488
51041,VA,Chesterfield County,2023,384693
51041,VA,Chesterfield County,2024,389793
51043,VA,Clarke County,2020,14817
51043,VA,Clarke County,2021,14947
51043,VA,Clarke County,2022,15312
51043,VA,Clarke County,2023,15405
51043,VA,Clarke County,2024,15598
51045,VA,Craig County,2020,4880
51045,VA,Craig County,2021,4891
51045,VA,Craig County,2022,4859
51045,VA,Craig County,2023,4827
51045,VA,Craig County,2024,4829
51047,VA,Culpeper County,2020,52766
51047,VA,Culpeper County,2021,53779
51047,VA,Culpeper County,2022,54250
51047,VA,Culpeper County,2023,55065
51047,VA,Culpeper County,2024,56125
51049,VA,Cumberland County,2020,9679
51049,VA,Cumberland County,2021,9719
51049,VA,Cumberland County,2022,9755
51049,VA,Cumberland County,2023,9875
51049,VA,Cumberland County,2024,10062
51051,VA,Dickenson County,2020,14077
51051,VA,Dickenson County,2021,13867
51051,VA,Dickenson County,2022,13714
51051,VA,Dickenson County,2023,13594
51051,VA,Dickenson County,2024,13411
51053,VA,Dinwiddie County,2020,27889
51053,VA,Dinwiddie County,2021,28000
51053,VA,Dinwiddie County,2022,28112
51053,VA,Dinwiddie County,2023,28377
51053,VA,Dinwiddie County,2024,28576
51057,VA,Essex County,2020,10597
51057,VA,Essex County,2021,10572
51057,VA,Essex County,2022,10644
51057,VA,Essex County,2023,10618
51057,VA,Essex County,2024,10683
51059,VA,Fairfax County,2020,1148680
51059,VA,Fairfax County,2021,1142381
51059,VA,Fairfax County,2022,1140521
51059,VA,Fairfax County,2023,1146677
51059,VA,Fairfax County,2024,1160925
51061,VA,Fauquier County,2020,73010
51061,VA,Fauquier County,2021,74068
51061,VA,Fauquier County,2022,74686
51061,VA,Fauquier County,2023,75256
51061,VA,Fauquier County,2024,75865
51063,VA,Floyd County,2020,15473
51063,VA,Floyd County,2021,15514
51063,VA,Floyd County,2022,15625
51063,VA,Floyd County,2023,15693
51063,VA,Floyd County,2024,15658
51065,VA,Fluvanna County,2020,27294
51065,VA,Fluvanna County,2021,27804
51065,VA,Fluvanna County,2022,28134
51065,VA,Fluvanna County,2023,28480
51065,VA,Fluvanna County,2024,28746
51067,VA,Franklin County,2020,54475
51067,VA,Franklin County,2021,55020
51067,VA,Franklin County,2022,55047
51067,VA,Franklin County,2023,55471
51067,VA,Franklin County,2024,55637
51069,VA,Frederick County,2020,91907
51069,VA,Frederick County,2021,94009
51069,VA,Frederick County,2022,94839
51069,VA,Frederick County,2023,96178
51069,VA,Frederick County,2024,98109
51071,VA,Giles County,2020,16786
51071,VA,Giles County,2021,16574
51071,VA,Giles County,2022,16430
51071,VA,Giles County,2023,16461
51071,VA,Giles County,2024,16533
51073,VA,Gloucester County,2020,38724
51073,VA,Gloucester County,2021,39184
51073,VA,Gloucester County,2022,39546
51073,VA,Gloucester County,2023,40024
51073,VA,Gloucester County,2024,40154
51075,VA,Goochland County,2020,24873
51075,VA,Goochland County,2021,25556
51075,VA,Goochland County,2022,26184
51075,VA,Goochland County,2023,27216
51075,VA,Goochland County,2024,28223
51077,VA,Grayson County,2020,15279
51077,VA,Grayson County,2021,15347
51077,VA,Grayson County,2022,15310
51077,VA,Grayson County,2023,15235
51077,VA,Grayson County,2024,15265
51079,VA,Greene County,2020,20608
51079,VA,Greene County,2021,21007
51079,VA,Greene County,2022,21026
51079,VA,Greene County,2023,21391
51079,VA,Greene County,2024,21744
51081,VA,Greensville County,2020,11396
51081,VA,Greensville County,2021,11424
51081,VA,Greensville County,2022,11232
51081,VA,Greensville County,2023,11174
51081,VA,Greensville County,2024,11150
51083,VA,Halifax County,2020,33928
51083,VA,Halifax County,2021,33784
51083,VA,Halifax County,2022,33599
51083,VA,Halifax County,2023,33434
51083,VA,Halifax County,2024,33448
51085,VA,Hanover County,2020,110207
51085,VA,Hanover County,2021,111799
51085,VA,Hanover County,2022,112889
51085,VA,Hanover County,2023,114193
51085,VA,Hanover County,2024,115309
51087,VA,Henrico County,2020,334939
51087,VA,Henrico County,2021,334501
51087,VA,Henrico County,2022,334855
51087,VA,Henrico County,2023,335729
51087,VA,Henrico County,2024,338696
51089,VA,Henry County,2020,50848
51089,VA,Henry County,2021,50268
51089,VA,Henry County,2022,49765
51089,VA,Henry County,2023,49636
51089,VA,Henry County,2024,49385
51091,VA,Highland County,2020,2240
51091,VA,Highland County,2021,2240
51091,VA,Highland County,2022,2303
51091,VA,Highland County,2023,2351
51091,VA,Highland County,2024,2348
51093,VA,Isle of Wight County,2020,38710
51093,VA,Isle of Wight County,2021,39401
51093,VA,Isle of Wight County,2022,40149
51093,VA,Isle of Wight County,2023,40667
51093,VA,Isle of Wight County,2024,40942
51095,VA,James City County,2020,78487
51095,VA,James City County,2021,80009
51095,VA,James City County,2022,81426
51095,VA,James City County,2023,82346
51095,VA,James City County,2024,82797
51097,VA,King and Queen County,2020,6589
51097,VA,King and Queen County,2021,6672
51097,VA,King and Queen County,2022,6721
51097,VA,King and Queen County,2023,6746
51097,VA,King and Queen County,2024,6747
51099,VA,King George County,2020,26827
51099,VA,King George County,2021,27548
51099,VA,King George County,2022,27867
51099,VA,King George County,2023,28422
51099,VA,King George County,2024,28816
51101,VA,King William County,2020,17922
51101,VA,King William County,2021,18249
51101,VA,King William County,2022,18528
51101,VA,King William County,2023,19035
51101,VA,King William County,2024,19232
51103,VA,Lancaster County,2020,10905
51103,VA,Lancaster County,2021,10943
51103,VA,Lancaster County,2022,10838
51103,VA,Lancaster County,2023,10927
51103,VA,Lancaster County,2024,11062
51105,VA,Lee County,2020,22107
51105,VA,Lee County,2021,22009
51105,VA,Lee County,2022,21842
51105,VA,Lee County,2023,21761
51105,VA,Lee County,2024,21780
51107,VA,Loudoun County,2020,422723
51107,VA,Loudoun County,2021,428827
51107,VA,Loudoun County,2022,432897
51107,VA,Loudoun County,2023,437164
51107,VA,Loudoun County,2024,443380
51109,VA,Louisa County,2020,37784
51109,VA,Louisa County,2021,39011
51109,VA,Louisa County,2022,39986
51109,VA,Louisa County,2023,41008
51109,VA,Louisa County,2024,42109
51111,VA,Lunenburg County,2020,11950
51111,VA,Lunenburg County,2021,12007
51111,VA,Lunenburg County,2022,12020
51111,VA,Lunenburg County,2023,12042
51111,VA,Lunenburg County,2024,12060
51113,VA,Madison County,2020,13861
51113,VA,Madison County,2021,13959
51113,VA,Madison County,2022,14013
51113,VA,Madison County,2023,14135
51113,VA,Madison County,2024,14252
51115,VA,Mathews County,2020,8519
51115,VA,Mathews County,2021,8545
51115,VA,Mathews County,2022,8467
51115,VA,Mathews County,2023,8568
51115,VA,Mathews County,2024,8602
51117,VA,Mecklenburg County,2020,30283
51117,VA,Mecklenburg County,2021,30338
51117,VA,Mecklenburg County,2022,30511
51117,VA,Mecklenburg County,2023,30622
51117,VA,Mecklenburg County,2024,30824
51119,VA,Middlesex County,2020,10611
51119,VA,Middlesex County,2021,10778
51119,VA,Middlesex County,2022,10958
51119,VA,Middlesex County,2023,10938
51119,VA,Middlesex County,2024,10949
51121,VA,Montgomery County,2020,99584
51121,VA,Montgomery County,2021,98808
51121,VA,Montgomery County,2022,98980
51121,VA,Montgomery County,2023,99134
51121,VA,Montgomery County,2024,98998
51125,VA,Nelson County,2020,14739
51125,VA,Nelson County,2021,14839
51125,VA,Nelson County,2022,14692
51125,VA,Nelson County,2023,14625
51125,VA,Nelson County,2024,14766
51127,VA,New Kent County,2020,23126
51127,VA,New Kent County,2021,23970
51127,VA,New Kent County,2022,25000
51127,VA,New Kent County,2023,26211
51127,VA,New Kent County,2024,27218
51131,VA,Northampton County,2020,12215
51131,VA,Northampton County,2021,12070
51131,VA,Northampton County,2022,11974
51131,VA,Northampton County,2023,12026
51131,VA,Northampton County,2024,12004
51133,VA,Northumberland County,2020,11837
51133,VA,Northumberland County,2021,12053
51133,VA,Northumberland County,2022,12263
51133,VA,Northumberland County,2023,12388
51133,VA,Northumberland County,2024,12397
51135,VA,Nottoway County,2020,15645
51135,VA,Nottoway County,2021,15576
51135,VA,Nottoway County,2022,15561
51135,VA,Nottoway County,2023,15570
51135,VA,Nottoway County,2024,15632
51137,VA,Orange County,2020,36396
51137,VA,Orange County,2021,37224
51137,VA,Orange County,2022,38019
51137,VA,Orange County,2023,38487
51137,VA,Orange County,2024,38986
51139,VA,Page County,2020,23689
51139,VA,Page County,2021,23829
51139,VA,Page County,2022,23747
51139,VA,Page County,2023,23682
51139,VA,Page County,2024,23686
51141,VA,Patrick County,2020,17591
51141,VA,Patrick County,2021,17654
51141,VA,Patrick County,2022,17569
51141,VA,Patrick County,2023,17440
51141,VA,Patrick County,2024,17308
51143,VA,Pittsylvania County,2020,60380
51143,VA,Pittsylvania County,2021,60062
51143,VA,Pittsylvania County,2022,59845
51143,VA,Pittsylvania County,2023,59581
51143,VA,Pittsylvania County,2024,59410
51145,VA,Powhatan County,2020,30451
51145,VA,Powhatan County,2021,31238
51145,VA,Powhatan County,2022,31582
51145,VA,Powhatan County,2023,32113
51145,VA,Powhatan County,2024,32392
51147,VA,Prince Edward County,2020,21893
51147,VA,Prince Edward County,2021,21955
51147,VA,Prince Edward County,2022,21856
51147,VA,Prince Edward County,2023,21998
51147,VA,Prince Edward County,2024,22276
51149,VA,Prince George County,2020,43086
51149,VA,Prince George County,2021,42942
51149,VA,Prince George County,2022,43067
51149,VA,Prince George County,2023,43048
51149,VA,Prince George County,2024,43589
51153,VA,Prince William County,2020,482863
51153,VA,Prince William County,2021,485433
51153,VA,Prince William County,2022,487523
51153,VA,Prince William County,2023,491578
51153,VA,Prince William County,2024,497003
51155,VA,Pulaski County,2020,33800
51155,VA,Pulaski County,2021,33809
51155,VA,Pulaski County,2022,33639
51155,VA,Pulaski County,2023,33607
51155,VA,Pulaski County,2024,33579
51157,VA,Rappahannock County,2020,7323
51157,VA,Rappahannock County,2021,7435
51157,VA,Rappahannock County,2022,7445
51157,VA,Rappahannock County,2023,7455
51157,VA,Rappahannock County,2024,7479
51159,VA,Richmond County,2020,8918
51159,VA,Richmond County,2021,9079
51159,VA,Richmond County,2022,9099
51159,VA,Richmond County,2023,9162
51159,VA,Richmond County,2024,9215
51161,VA,Roanoke County,2020,96952
51161,VA,Roanoke County,2021,96711
51161,VA,Roanoke County,2022,96856
51161,VA,Roanoke County,2023,97263
51161,VA,Roanoke County,2024,97334
51163,VA,Rockbridge County,2020,22657
51163,VA,Rockbridge County,2021,22651
51163,VA,Rockbridge County,2022,22585
51163,VA,Rockbridge County,2023,22394
51163,VA,Rockbridge County,2024,22368
51165,VA,Rockingham County,2020,83779
51165,VA,Rockingham County,2021,84528
51165,VA,Rockingham County,2022,85390
51165,VA,Rockingham County,2023,86630
51165,VA,Rockingham County,2024,87674
51167,VA,Russell County,2020,25756
51167,VA,Russell County,2021,25574
51167,VA,Russell County,2022,25440
51167,VA,Russell County,2023,25502
51167,VA,Russell County,2024,25420
51169,VA,Scott County,2020,21586
51169,VA,Scott County,2021,21479
51169,VA,Scott County,2022,21497
51169,VA,Scott County,2023,21444
51169,VA,Scott County,2024,21388
51171,VA,Shenandoah County,2020,44256
51171,VA,Shenandoah County,2021,44837
51171,VA,Shenandoah County,2022,44905
51171,VA,Shenandoah County,2023,45185
51171,VA,Shenandoah County,2024,45441
51173,VA,Smyth County,2020,29780
51173,VA,Smyth County,2021,29605
51173,VA,Smyth County,2022,29393
51173,VA,Smyth County,2023,29187
51173,VA,Smyth County,2024,29137
51175,VA,Southampton County,2020,17951
51175,VA,Southampton County,2021,18028
51175,VA,Southampton County,2022,17897
51175,VA,Southampton County,2023,18000
51175,VA,Southampton County,2024,17941
51177,VA,Spotsylvania County,2020,140611
51177,VA,Spotsylvania County,2021,144027
51177,VA,Spotsylvania County,2022,146744
51177,VA,Spotsylvania County,2023,149614
51177,VA,Spotsylvania County,2024,152021
51179,VA,Stafford County,2020,157767
51179,VA,Stafford County,2021,161588
51179,VA,Stafford County,2022,163233
51179,VA,Stafford County,2023,165821
51179,VA,Stafford County,2024,168919
51181,VA,Surry County,2020,6551
51181,VA,Surry County,2021,6535
51181,VA,Surry County,2022,6506
51181,VA,Surry County,2023,6575
51181,VA,Surry County,2024,6579
51183,VA,Sussex County,2020,10798
51183,VA,Sussex County,2021,10828
51183,VA,Sussex County,2022,10652
51183,VA,Sussex County,2023,10794
51183,VA,Sussex County,2024,10753
51185,VA,Tazewell County,2020,40411
51185,VA,Tazewell County,2021,39960
51185,VA,Tazewell County,2022,39650
51185,VA,Tazewell County,2023,39222
51185,VA,Tazewell County,2024,38875
51187,VA,Warren County,2020,40797
51187,VA,Warren County,2021,40977
51187,VA,Warren County,2022,41436
51187,VA,Warren County,2023,41982
51187,VA,Warren County,2024,42461
51191,VA,Washington County,2020,53903
51191,VA,Washington County,2021,53753
51191,VA,Washington County,2022,53846
51191,VA,Washington County,2023,54028
51191,VA,Washington County,2024,54098
51193,VA,Westmoreland County,2020,18505
51193,VA,Westmoreland County,2021,18768
51193,VA,Westmoreland County,2022,18704
51193,VA,Westmoreland County,2023,18918
51193,VA,Westmoreland County,2024,19235
51195,VA,Wise County,2020,36066
51195,VA,Wise County,2021,35688
51195,VA,Wise County,2022,35324
51195,VA,Wise County,2023,35191
51195,VA,Wise County,2024,34973
51197,VA,Wythe County,2020,28322
51197,VA,Wythe County,2021,28205
51197,VA,Wythe County,2022,28143
51197,VA,Wythe County,2023,28171
51197,VA,Wythe County,2024,28100
51199,VA,York County,2020,70238
51199,VA,York County,2021,71123
51199,VA,York County,2022,71209
51199,VA,York County,2023,71046
51199,VA,York County,2024,71410
51510,VA,Alexandria city,2020,159144
51510,VA,Alexandria city,2021,155129
51510,VA,Alexandria city,2022,155235
51510,VA,Alexandria city,2023,156271
51510,VA,Alexandria city,2024,159102
51520,VA,Bristol city,2020,17303
51520,VA,Bristol city,2021,17074
51520,VA,Bristol city,2022,16884
51520,VA,Bristol city,2023,16668
51520,VA,Bristol city,2024,16316
51530,VA,Buena Vista city,2020,6621
51530,VA,Buena Vista city,2021,6624
51530,VA,Buena Vista city,2022,6567
51530,VA,Buena Vista city,2023,6574
51530,VA,Buena Vista city,2024,6581
51540,VA,Charlottesville city,2020,46434
51540,VA,Charlottesville city,2021,45713
51540,VA,Charlottesville city,2022,45223
51540,VA,Charlottesville city,2023,45047
51540,VA,Charlottesville city,2024,44767
51550,VA,Chesapeake city,2020,249726
51550,VA,Chesapeake city,2021,251732
51550,VA,Chesapeake city,2022,252493
51550,VA,Chesapeake city,2023,253967
51550,VA,Chesapeake city,2024,254997
51570,VA,Colonial Heights city,2020,18166
51570,VA,Colonial Heights city,2021,18207
51570,VA,Colonial Heights city,2022,18265
51570,VA,Colonial Heights city,2023,18446
51570,VA,Colonial Heights city,2024,18674
51580,VA,Covington city,2020,5745
51580,VA,Covington city,2021,5715
51580,VA,Covington city,2022,5668
51580,VA,Covington city,2023,5611
51580,VA,Covington city,2024,5663
51590,VA,Danville city,2020,42578
51590,VA,Danville city,2021,42292
51590,VA,Danville city,2022,42099
51590,VA,Danville city,2023,42108
51590,VA,Danville city,2024,41993
51595,VA,Emporia city,2020,5694
51595,VA,Emporia city,2021,5628
51595,VA,Emporia city,2022,5524
51595,VA,Emporia city,2023,5479
51595,VA,Emporia city,2024,5402
51600,VA,Fairfax city,2020,24179
51600,VA,Fairfax city,2021,24361
51600,VA,Fairfax city,2022,24825
51600,VA,Fairfax city,2023,25426
51600,VA,Fairfax city,2024,26340
51610,VA,Falls Church city,2020,14677
51610,VA,Falls Church city,2021,14515
51610,VA,Falls Church city,2022,14518
51610,VA,Falls Church city,2023,14805
51610,VA,Falls Church city,2024,15034
51620,VA,Franklin city,2020,8148
51620,VA,Franklin city,2021,8156
51620,VA,Franklin city,2022,8259
51620,VA,Franklin city,2023,8316
51620,VA,Franklin city,2024,8373
51630,VA,Fredericksburg city,2020,27995
51630,VA,Fredericksburg city,2021,28445
51630,VA,Fredericksburg city,2022,28709
51630,VA,Fredericksburg city,2023,29226
51630,VA,Fredericksburg city,2024,29992
51640,VA,Galax city,2020,6717
51640,VA,Galax city,2021,6657
51640,VA,Galax city,2022,6724
51640,VA,Galax city,2023,6799
51640,VA,Galax city,2024,6739
51650,VA,Hampton city,2020,137282
51650,VA,Hampton city,2021,137780
51650,VA,Hampton city,2022,137970
51650,VA,Hampton city,2023,137157
51650,VA,Hampton city,2024,137596
51660,VA,Harrisonburg city,2020,51705
51660,VA,Harrisonburg city,2021,51504
51660,VA,Harrisonburg city,2022,51207
51660,VA,Harrisonburg city,2023,51378
51660,VA,Harrisonburg city,2024,51164
51670,VA,Hopewell city,2020,23012
51670,VA,Hopewell city,2021,23081
51670,VA,Hopewell city,2022,22848
51670,VA,Hopewell city,2023,22883
51670,VA,Hopewell city,2024,22970
51678,VA,Lexington city,2020,7315
51678,VA,Lexington city,2021,7443
51678,VA,Lexington city,2022,7508
51678,VA,Lexington city,2023,7556
51678,VA,Lexington city,2024,7802
51680,VA,Lynchburg city,2020,78993
51680,VA,Lynchburg city,2021,79137
51680,VA,Lynchburg city,2022,79279
51680,VA,Lynchburg city,2023,79775
51680,VA,Lynchburg city,2024,80301
51683,VA,Manassas city,2020,42695
51683,VA,Manassas city,2021,42770
51683,VA,Manassas city,2022,42710
51683,VA,Manassas city,2023,43087
51683,VA,Manassas city,2024,43616
51685,VA,Manassas Park city,2020,17164
51685,VA,Manassas Park city,2021,17094
51685,VA,Manassas Park city,2022,16675
51685,VA,Manassas Park city,2023,16448
51685,VA,Manassas Park city,2024,16611
51690,VA,Martinsville city,2020,13476
51690,VA,Martinsville city,2021,13539
51690,VA,Martinsville city,2022,13686
51690,VA,Martinsville city,2023,13753
51690,VA,Martinsville city,2024,13834
51700,VA,Newport News city,2020,186052
51700,VA,Newport News city,2021,184717
51700,VA,Newport News city,2022,184004
51700,VA,Newport News city,2023,183249
51700,VA,Newport News city,2024,183056
51710,VA,Norfolk city,2020,237813
51710,VA,Norfolk city,2021,234920
51710,VA,Norfolk city,2022,232766
51710,VA,Norfolk city,2023,231378
51710,VA,Norfolk city,2024,231105
51720,VA,Norton city,2020,3681
51720,VA,Norton city,2021,3631
51720,VA,Norton city,2022,3594
51720,VA,Norton city,2023,3501
51720,VA,Norton city,2024,3478
51730,VA,Petersburg city,2020,33398
51730,VA,Petersburg city,2021,33422
51730,VA,Petersburg city,2022,33481
51730,VA,Petersburg city,2023,33328
51730,VA,Petersburg city,2024,34058
51735,VA,Poquoson city,2020,12473
51735,VA,Poquoson city,2021,12629
51735,VA,Poquoson city,2022,12624
51735,VA,Poquoson city,2023,12613
51735,VA,Poquoson city,2024,12854
51740,VA,Portsmouth city,2020,97997
51740,VA,Portsmouth city,2021,97700
51740,VA,Portsmouth city,2022,96989
51740,VA,Portsmouth city,2023,96782
51740,VA,Portsmouth city,2024,96482
51750,VA,Radford city,2020,16115
51750,VA,Radford city,2021,16525
51750,VA,Radford city,2022,16723
51750,VA,Radford city,2023,16994
51750,VA,Radford city,2024,17273
51760,VA,Richmond city,2020,226923
51760,VA,Richmond city,2021,227164
51760,VA,Richmond city,2022,228670
51760,VA,Richmond city,2023,230383
51760,VA,Richmond city,2024,233655
51770,VA,Roanoke city,2020,99898
51770,VA,Roanoke city,2021,98717
51770,VA,Roanoke city,2022,97743
51770,VA,Roanoke city,2023,97503
51770,VA,Roanoke city,2024,97912
51775,VA,Salem city,2020,25396
51775,VA,Salem city,2021,25417
51775,VA,Salem city,2022,25698
51775,VA,Salem city,2023,25669
51775,VA,Salem city,2024,25908
51790,VA,Staunton city,2020,25809
51790,VA,Staunton city,2021,25690
51790,VA,Staunton city,2022,25942
51790,VA,Staunton city,2023,25936
51790,VA,Staunton city,2024,26361
51800,VA,Suffolk city,2020,94794
51800,VA,Suffolk city,2021,96400
51800,VA,Suffolk city,2022,98630
51800,VA,Suffolk city,2023,101050
51800,VA,Suffolk city,2024,103105
51810,VA,Virginia Beach city,2020,459673
51810,VA,Virginia Beach city,2021,458599
51810,VA,Virginia Beach city,2022,454886
51810,VA,Virginia Beach city,2023,453779
51810,VA,Virginia Beach city,2024,454808
51820,VA,Waynesboro city,2020,22277
51820,VA,Waynesboro city,2021,22606
51820,VA,Waynesboro city,2022,22742
51820,VA,Waynesboro city,2023,23083
51820,VA,Waynesboro city,2024,23498
51830,VA,Williamsburg city,2020,15473
51830,VA,Williamsburg city,2021,15615
51830,VA,Williamsburg city,2022,15757
51830,VA,Williamsburg city,2023,16116
51830,VA,Williamsburg city,2024,16030
51840,VA,Winchester city,2020,28003
51840,VA,Winchester city,2021,28088
51840,VA,Winchester city,2022,27919
51840,VA,Winchester city,2023,27754
51840,VA,Winchester city,2024,27800
53001,WA,Adams County,2020,20609
53001,WA,Adams County,2021,20653
53001,WA,Adams County,2022,20843
53001,WA,Adams County,2023,20857
53001,WA,Adams County,2024,21039
53003,WA,Asotin County,2020,22328
53003,WA,Asotin County,2021,22476
53003,WA,Asotin County,2022,22497
53003,WA,Asotin County,2023,22510
53003,WA,Asotin County,2024,22523
53005,WA,Benton County,2020,207426
53005,WA,Benton County,2021,210627
53005,WA,Benton County,2022,212838
53005,WA,Benton County,2023,215445
53005,WA,Benton County,2024,218190
53007,WA,Chelan County,2020,79307
53007,WA,Chelan County,2021,79854
